#Original: 
0.375 0.124
0.4375 0.184
0.5 0.24
0.5625 0.27
0.625 0.298
0.6875 0.334
0.75 0.368
0.8125 0.378
0.875 0.396
0.9375 0.412
1 0.428
1.0625 0.436
1.125 0.444
1.1875 0.444
1.25 0.452
1.3125 0.46
1.375 0.462
1.4375 0.476
1.5 0.382
1.5625 0.368
1.625 0.376
1.6875 0.41
1.75 0.434
1.8125 0.442
1.875 0.434
1.9375 0.44
2 0.428
2.0625 0.308
2.125 0.372
2.1875 0.352
2.25 0.36
2.3125 0.386
2.375 0.316
2.4375 0.312
2.5 0.298
